Product Name,UNSPSC,ProductId,Price Varies with SKU,,Note the productId field? I think if you change that we might get it..
FLM587,52101510        ,131099,0,,
FLM588,52101510        ,131102,0,,
FLM589,52101510        ,131105,0,,
FLM592,52101510        ,131114,0,,
FLM593,52101510        ,131118,0,,
FLM594,52101510        ,131122,0,,
FLM595,52101510        ,131126,0,,
FLM596,52101510        ,131130,0,,
FLM623,52101510        ,131434,1,,
FLM624,52101510        ,131437,1,,
FLM630,52101510        ,155726,0,,
FLM631,52101510        ,155728,0,,
FLM632,52101510        ,155730,0,,
FLM633,52101510        ,155732,0,,
FLM648,52101510        ,155736,0,,
FLM810,52101510        ,131533,0,,
FLM811,52101510        ,131535,0,,
FLM812,52101510        ,131537,0,,
FLM814,52101510        ,131539,0,,
FLM815,52101510        ,131542,0,,
FLM816,52101510        ,131545,0,,
FLM817,52101510        ,131548,0,,
GEN264,52101510        ,133103,0,,
PAK594,24111800        ,140003,0,,
FLM226,52101510        ,127827,0,,
FLM512,52101510        ,130087,0,,
FLM513,52101510        ,130089,0,,
TLS619,20122806        ,149350,0,,
CAN167,24112200        ,123486,0,,
CLN347,47131600        ,125033,0,,
CLN658,47101530        ,125234,0,,
DRM151,41104100        ,125723,0,,
DRM600,27112902        ,126473,0,,
DRM823,40151500        ,127053,0,,
DRM888,40151500        ,127234,0,,
DRM890,40151500        ,127238,0,,
ELS152,39111700        ,127535,0,,
GEN572,47131901        ,133400,0,,
GEN584,24110000        ,133424,0,,
GEN585,24110000        ,133426,0,,
GEN593,24110000        ,133442,0,,
GEN594,24110000        ,133453,0,,
GEN596,24110000        ,133475,0,,
LCK106,46171500        ,137121,0,,
LCK119,46171500        ,137150,0,,
LCK120,46171500        ,137152,0,,
LCK165,46171500        ,137212,0,,
PAK739,24111800        ,140302,0,,
PAK740,24111800        ,140305,0,,
PAK741,24111800        ,140308,0,,
PAK742,24111800        ,140311,0,,
PLR200,20122806        ,141429,0,,
PLR229,20122806        ,141474,0,,
PLR232,47130000        ,141480,0,,
PLR233,40141739        ,141485,0,,
PLR351,20122806        ,157638,0,,
PLS1555,46161500        ,156092,0,,
PLS1557,46161500        ,156097,0,,
PLS796,10190000        ,144353,0,,
PLS798,10190000        ,144357,0,,
PLS799,10190000        ,144359,0,,
PLS800,10190000        ,144361,0,,
PTY200,22101714        ,145344,0,,
PTY203,22101714        ,145352,0,,
PTY263,22101714        ,145402,0,,
REF232,55101524        ,145617,0,,
SGN209,55121710        ,147366,0,,
TLS101,20122806        ,148437,0,,
TLS102,20122806        ,148439,0,,
TLS103,20122806        ,148441,0,,
TLS147,20122806        ,148530,0,,
TLS279,55121704        ,148644,0,,
TLS301,47121602        ,148667,0,,
TLS302,47121602        ,148669,0,,
TLS303,47131901        ,148671,0,,
TLS463,20122806        ,148997,0,,
TLS464,20122806        ,149004,0,,
TLS465,20122806        ,149011,0,,
TLS466,20122806        ,149018,0,,
TLS467,20122806        ,149025,0,,
TLS552,20122806        ,149202,0,,
TLS555,20122806        ,149223,0,,
TLS559,20122806        ,149231,0,,
TLS618,20122806        ,149346,0,,
TLS669,20122806        ,149437,0,,
TLS670,20122806        ,149441,0,,
TLS675,20122806        ,149463,0,,
TLS676,20122806        ,149465,0,,
TLS679,20122806        ,149471,0,,
TLS690,20122806        ,149489,0,,
WPL291,47131901        ,150614,0,,
WPL292,47131901        ,150616,0,,
WPL536,46181503        ,150868,1,,
WPL537,46181503        ,150874,1,,
MAT598,47131901        ,138100,0,,
PAK280,24110000        ,157632,0,,
PLR352,20122806        ,157640,0,,
DRM1008,24110000        ,125540,1,,
DRM335,24110000        ,126004,1,,
DRM336,24110000        ,126007,1,,
DRM340,24110000        ,126010,1,,
DRM423,24110000        ,126168,1,,
DRM425,24110000        ,126171,1,,
DRM426,24110000        ,126174,1,,
DRM427,24110000        ,126177,1,,
DRM469,24110000        ,126259,0,,
DRM471,24110000        ,126263,0,,
DRM472,24110000        ,126265,0,,
DRM481,24110000        ,126275,0,,
DRM482,24110000        ,126277,0,,
DRM682,24110000        ,126604,1,,
DRM683,24110000        ,126607,1,,
DRM684,24110000        ,126610,1,,
DRM685,24110000        ,126613,1,,
DRM686,24110000        ,126616,1,,
DRM687,24110000        ,126619,1,,
DRM733,24101900        ,126716,0,,
DRM772,24110000        ,126800,1,,
DRM773,24110000        ,126813,1,,
DRM774,24110000        ,126826,1,,
DRM775,24110000        ,126839,1,,
DRM776,24110000        ,126852,1,,
DRM777,24110000        ,126865,0,,
DRM778,24110000        ,126872,0,,
DRM779,24110000        ,126879,0,,
DRM780,24110000        ,126886,0,,
DRM781,24110000        ,126893,0,,
DRM788,24110000        ,126924,1,,
DRM789,24110000        ,126937,1,,
DRM790,24110000        ,126950,1,,
DRM791,24110000        ,126963,1,,
DRM796,24110000        ,126995,0,,
DRM811,47121700        ,127026,0,,
DRM813,47121700        ,127030,0,,
DRM814,47121700        ,127032,0,,
DRM831,24110000        ,127071,1,,
DRM833,24110000        ,127077,1,,
DRM835,24110000        ,127083,1,,
DRM837,24110000        ,127089,1,,
DRM844,24110000        ,127110,1,,
DRM845,24110000        ,127113,1,,
DRM966,24110000        ,127380,1,,
DRM967,24110000        ,127383,1,,
DRM970,24110000        ,127392,1,,
DRM973,24110000        ,127401,1,,
DRM974,24110000        ,127404,1,,
DRM435,40151500        ,126190,0,,
DRM400,24110000        ,126124,1,,
DRM266,24102100        ,125907,0,,
DRM665,24102100        ,126564,0,,
DRM1124,24112112        ,158731,0,,
PLR118,40141739        ,141421,0,,
PLR119,40141739        ,141423,0,,
PLR120,40141739        ,141425,0,,
PLR201,40141739        ,141431,0,,
PLR202,40141739        ,141433,0,,
PLR203,40141739        ,141435,0,,
PLR204,20122806        ,141437,0,,
PLR224,40141739        ,141470,0,,
PLR230,20122806        ,141476,0,,
PLR234,40141739        ,141487,0,,
PLR240,40141739        ,141499,0,,
PLR254,20122806        ,141527,0,,
PLR255,40141739        ,141529,0,,
PLR257,40141739        ,141533,0,,
PLR267,20122806        ,141553,0,,
PLR272,40141739        ,141568,0,,
PLR273,40141739        ,141570,0,,
PLR274,40141739        ,141572,0,,
PLR289,20122806        ,155642,0,,
DRM161,40151500        ,125743,0,,
DRM162,40151500        ,125745,0,,
DRM163,40151500        ,125747,0,,
DRM164,40151500        ,125749,0,,
DRM694,40151500        ,126644,0,,
DRM735,40151500        ,126718,0,,
DRM736,40151500        ,126720,0,,
DRM737,40151500        ,126722,0,,
DRM738,40151500        ,126724,0,,
FLT643,40160000        ,132716,0,,
FLT644,40160000        ,132718,0,,
TLS154,24110000        ,148553,0,,
CAB100,24112402        ,122634,0,,
CAB106,24112402        ,122653,0,,
CAB107,24112402        ,122655,0,,
CAB108,24112402        ,122657,0,,
CAB109,24112402        ,122659,1,,
CAB110,24112402        ,122672,1,,
CAB111,24112402        ,122685,0,,
CAB112,24112402        ,122687,1,,
CAB113,24112402        ,122700,1,,
CAB114,24112402        ,122713,0,,
CAB119,24112402        ,122741,0,,
CAB120,24112402        ,122743,0,,
CAB121,24112402        ,122745,0,,
CAB122,24112402        ,122747,0,,
CAB123,24112402        ,122756,0,,
CAB129,24112402        ,122771,1,,
CAB130,24112402        ,122780,1,,
CAB131,24112402        ,122789,0,,
CAB180,24112402        ,122837,0,,
CAB181,24112402        ,122839,0,,
CAB220,24112402        ,122926,0,,
CAB260,24112402        ,122948,0,,
CAB261,24112402        ,122950,0,,
CAB262,24112402        ,122952,0,,
CAB263,24112402        ,122954,0,,
CAB265,24112402        ,122958,0,,
CAB278,24112402        ,122984,0,,
CAB279,24112402        ,122988,0,,
CAB411,24112402        ,123198,0,,
CAB412,24112402        ,123200,0,,
CAB413,24112402        ,123213,0,,
CAB425,24112402        ,123262,0,,
CAB443,24112402        ,123324,1,,
CAB444,24112402        ,123339,1,,
CAB447,24112402        ,123384,1,,
CAB448,24112402        ,123387,1,,
CAB449,24112402        ,123390,1,,
CAB450,24112402        ,123393,1,,
CAB451,24112402        ,123396,1,,
FLT116,40160000        ,131575,0,,
FLT614,40160000        ,132654,0,,
