Product Name,ProductId,UNSPSC,Category Name,Cust Field 1,Cust Field 2,Cust Field 3,Cust Field 4,Cust Field 5,Configurable Product
AUTOCOMPLETION 10 USER TEAM LICENSE                                             ,2649128,4323270100,Application server software                                                     ,NONE  ,,,LINQPAD                                 ,10,No
AUTODESK 3DS MAX 2012 - COMPLETE PACKAGE - 1 USER - DVD - WIN - ENGLISH         ,2642301,4323260400,Computer aided design CAD software                                              ,2009,,,AUTODESK                                ,1,No
AUTODESK 3DS MAX 2012 COM UPG 1 TO 3 PREV VER DVD                               ,2653684,4323210200,Graphics or photo imaging software                                              ,2012,,,AUTODESK                                ,1,No
AUTODESK 3DS MAX COMM SUBSCRIPTION RENEWAL 1 YEAR                               ,2617958,4323260400,Computer aided design CAD software                                              ,NONE  ,,,AUTODESK                                ,1,No
AUTODESK AUTOSKETCH 10 SLM  WIN LICENSE                                         ,2510132,4323210200,Graphics or photo imaging software                                              ,10,,,AUTODESK                                ,1,No
AUTODESK CLEANER 6.5 MAC FS CD                                                  ,2076214,4323340500,Device drivers or system software                                               ,6.5,,,AUTODESK                                ,1,No
AUTODESK MAYA 2012 NEW SLM DVD                                                  ,2644895,4323210200,Graphics or photo imaging software                                              ,2012,,,AUTODESK                                ,1,No
AUTOINK PLUG IN FOR ADOBE ACROBAT SINGLE USER LICENSE                           ,2647566,4323240300,Enterprise application integration software                                     ,NONE  ,,,EVERMAP COMPANY LLC                     ,1,No
AUTOMAILMERG PLUG-IN / SMALL OFFICE 5 USER LICENSE FOR ADOBE ACROBAT            ,2656839,4323240300,Enterprise application integration software                                     ,NONE  ,,,EVERMAP COMPANY LLC                     ,1,No
AUTOMAILMERGE PLUG-IN FOR ADOBE ACROBAT 5 USER PACK LICENSE                     ,2651750,4323270200,Desktop communications software                                                 ,NONE  ,,,EVERMAP COMPANY LLC                     ,5,No
AUTOMAILMERGE PLUG-IN FOR ADOBE ACROBAT SINGLE USER LICENSE                     ,2651749,4323270200,Desktop communications software                                                 ,NONE  ,,,EVERMAP COMPANY LLC                     ,1,No
AUTOMATEDQA TESTCOMPLETE 6 ENT FLTG 1Y MAINT RENEWAL  10/01/2010 - 07/30/2011   ,2583324,4323340500,Device drivers or system software                                               ,6,,,SMARTBEAR SOFTWARE                      ,1,No
AUTOMATEDQA TESTCOMPLETE 7 ENT NMD USER LIC UPG& 1Y MNT                         ,2581263,4323340500,Device drivers or system software                                               ,7,,,SMARTBEAR SOFTWARE                      ,1,No
AUTOMATEDQA TESTCOMPLETE 8 ENT NMD U LIC W/1Y MNT                               ,2603893,4323340500,Device drivers or system software                                               ,8,,,SMARTBEAR SOFTWARE                      ,1,No
AUTOMATEDQA TESTCOMPLETE 8 STD FLTG LICENSE PLUS MAINT 1 YEAR                   ,2594857,4323340500,Device drivers or system software                                               ,8,,,SMARTBEAR SOFTWARE                      ,1,No
AUTOMATEDQA TESTCOMPLETE 8 STD NAMED USER LICENSE PLUS MAINT 1 YEAR             ,2594856,4323340500,Device drivers or system software                                               ,8,,,SMARTBEAR SOFTWARE                      ,1,No
AUTOPAGEX PLUGIN FOR ADOBE WIN LICENSE                                          ,2504644,4323240300,Enterprise application integration software                                     ,NONE  ,,,EVERMAP COMPANY LLC                     ,1,No
AUTOPLAY MEDIA STUDIO 7.5 DEVELOPER LICENSE                                     ,2527079,4323240300,Enterprise application integration software                                     ,7.5,,,INDIGO ROSE                             ,1,No
AUTOPLAY MEDIA STUDIO 8 SINGLE USER LICENSE                                     ,2656237,4323210300,Video creation and editing software                                             ,7,,,INDIGO ROSE                             ,1,No
AUTOPORTFOLIO PLUG IN FOR ADOBE ACROBAT SINGLE USER LICENSE                     ,2651274,4323220200,Document management software                                                    ,NONE  ,,,EVERMAP COMPANY LLC                     ,1,No
AUTOPORTFOLIO PLUG-IN FOR ADOBE ACROBAT MULTIPLE SITES LICENSE                  ,2652815,4323220200,Document management software                                                    ,NONE  ,,,EVERMAP COMPANY LLC                     ,1,No
AUTOREDACT PLUG-IN FOR ADOBE ACROBAT 1 USER LICENSE                             ,2608768,4323240300,Enterprise application integration software                                     ,NONE  ,,,EVERMAP COMPANY LLC                     ,1,No
AUTOSPLIT  PLUG-IN WIN 1 USER LICENSE                                           ,2365711,4323240300,Enterprise application integration software                                     ,NONE  ,,,EVERMAP COMPANY LLC                     ,1,No
AUTOSPLIT PRO WIN SINGLE USER LICENSE                                           ,2493067,4323240300,Enterprise application integration software                                     ,NONE  ,,,EVERMAP COMPANY LLC                     ,1,No
AVALANCHE MOBILE DEVICE MGT LICENSE - MAINTENANCE                               ,2584771,8111150400,Application programming services                                                ,NONE  ,,,WAVELINK                                ,1,No
AVALANCHE REMOTE CONTROL ADD-ON SOLUTION MAINT                                  ,2584768,8111150400,Application programming services                                                ,NONE  ,,,WAVELINK                                ,1,No
AVAST STANDARD SUITE COVERS SERVERS & WORKSTATIONS 1 YEAR LICENSE               ,2608015,4323320500,Transaction security and virus protection software                              ,NONE  ,,,ADVANTAGE MICRO                         ,1,No
"AVAST STANDARD SUITE COVERS SERVERS & WORKSTATIONS, 1 YEAR LICENSE              ",2608017,4323320500,Transaction security and virus protection software                              ,NONE  ,,,ADVANTAGE MICRO                         ,1,No
AVG ANTI-VIRUS UPDATES-GFI MAILSECURITY-RNWL 3000-4999 USERS PRICE PER USER     ,2515071,4323230400,Data base management system software                                            ,NONE  ,,,GFI SOFTWARE                            ,1,No
AVG AV UPD F/MAILSEC RNWL 1000-2999 SEATS                                       ,2614655,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,GFI SOFTWARE                            ,0,No
AVG TECHNOLOGIES ANTI-VIRUS 2011 BUSINESS 3YR 400 SEAT EDU                      ,2634697,4323320500,Transaction security and virus protection software                              ,NONE  ,,,AVG                                     ,1,No
AVG TECHNOLOGIES ANTIVIRUS BUS V2011 1000U LICENSE RENEWAL 2YR ACAD             ,2613100,4323320500,Transaction security and virus protection software                              ,2011,,,AVG                                     ,1000,No
AVID PINNACLE STUDIO HD V.15.0 1 USER LICENSE CD                                ,2658423,4323210200,Graphics or photo imaging software                                              ,15,,,AVID TECHNOLOGY                         ,1,No
AVID PRO TOOLS 10 INSTITUTION ESD MACOSX/WIN 7 PER USER LICENSE ACAD            ,2657962,4323210200,Graphics or photo imaging software                                              ,10,,,AVID TECHNOLOGY                         ,1,No
AVID PRO TOOLS 10 STUDENT ESD MACOSX/WIN 7 PER USER LICENSE ACAD                ,2657963,4323210200,Graphics or photo imaging software                                              ,10,,,AVID TECHNOLOGY                         ,1,No
AVID PRO TOOLS 9 FACULTY/INSTITUTION EDITION MACOSX/WIN 7 CD                    ,2612524,4323210200,Graphics or photo imaging software                                              ,9,,,AVID TECHNOLOGY                         ,1,No
AVID PRO TOOLS 9 HD UPG INST CD                                                 ,2649595,4323210200,Graphics or photo imaging software                                              ,9,,,AVID TECHNOLOGY                         ,1,No
AVOCENT CORPORATION 1YR SILVER SUP FOR DSV3 DEV100 MAINT                        ,2490241,4323270100,Application server software                                                     ,NONE  ,,,AVOCENT CORPORATION                     ,1,No
AVOCENT CORPORATION 1YR SILVER SUP FOR DSV3 HUB MAINT                           ,2490240,4323270100,Application server software                                                     ,NONE  ,,,AVOCENT CORPORATION                     ,1,No
AVOCENT CORPORATION EXTENDED MAINT -DSVIEW CO -TERM                             ,2550426,4323151200,License management software                                                     ,NONE  ,,,AVOCENT CORPORATION                     ,1,No
AVOCENT DSVIEW EXTENDED CO TERMED MAINT                                         ,2602919,4323270100,Application server software                                                     ,NONE  ,,,AVOCENT CORPORATION                     ,1,No
AVOCENT DSVIEW V.3.0 DEVELOPER 100 USER LICENSE                                 ,2488029,4323270100,Application server software                                                     ,3,,,AVOCENT CORPORATION                     ,1,No
AVOCENT DSVIEW V.3.0 HUB 100 DEVICE LICENSE                                     ,2488030,4323270100,Application server software                                                     ,3,,,AVOCENT CORPORATION                     ,1,No
AVOCENT SILVER SUPPORT FOR DSV3 & STD PRIORITY TECH SUPPORT 2 YEAR              ,2614784,4323270100,Application server software                                                     ,NONE  ,,,AVOCENT CORPORATION                     ,1,No
AVOCENT SILVER SUPPORT FOR DSV3 & STD PRIORITY TECH SUPPORT 2 YEAR              ,2572541,4323270100,Application server software                                                     ,NONE  ,,,AVOCENT CORPORATION                     ,1,No
AXURE RP COMMERCIAL LICENSE                                                     ,2650410,4323240300,Enterprise application integration software                                     ,NONE  ,,,AXURE SOFTWARE SOLUTIONS INC            ,1,No
"AXURE RP COMMERCIAL LICENSE 1-4 USERS W/ 1ST YR MAINT, UPGRADES & SUPPORT       ",2612446,4323210700,Web page creation and editing software                                          ,NONE  ,,,AXURE SOFTWARE SOLUTIONS INC            ,0,No
"AXURE RP PRO SINGLE USER LICENSE W/ 1YR UPDATES & SUPPORT, MIN 5, PRICE PER     ",2657967,4323210200,Graphics or photo imaging software                                              ,6,,,AXURE SOFTWARE SOLUTIONS INC            ,1,No
"AXURE RP PRO SINGLE USER LICENSE W/ 1YR UPDATES & SUPPORT, QTY 1-4, PRICE PER   ",2559445,4323210200,Graphics or photo imaging software                                              ,6,,,AXURE SOFTWARE SOLUTIONS INC            ,1,No
BACKUP & RECOVERY ADV WORKSTATION W/UR 1-9 USER WIN LICENSE/MAINT 1 YEAR GOV    ,2657063,4323290700,Storage networking software                                                     ,NONE  ,,,ACRONIS                                 ,1,No
BACKUP & RECOVERY ADVANCED SERVER URDP 1-9U PREM MAINT 1 YEAR                   ,2649295,4323290700,Storage networking software                                                     ,NONE  ,,,ACRONIS                                 ,1,No
BACKUP & RECOVERY ADVANCED SERVER W/UR 50-99 USER MAINT RNWL 1 YEAR GOV/ACAD    ,2657062,4323290700,Storage networking software                                                     ,NONE  ,,,ACRONIS                                 ,1,No
BACKUP & RECOVERY ADVANCED WORKSTATION URDP 25-49U PREM MAINT 1 YEAR            ,2649298,4323290700,Storage networking software                                                     ,NONE  ,,,ACRONIS                                 ,1,No
BACKUP & REP ENT F/VMWARE ANL MNT RNWL TIER A                                   ,2638178,4323290700,Storage networking software                                                     ,NONE  ,,,VEEAM SOFTWARE                          ,1,No
BACKUP & REP ENT F/VMWARE ONE YEAR 24/7 MNT UPL A                               ,2638182,4323290700,Storage networking software                                                     ,NONE  ,,,VEEAM SOFTWARE                          ,1,No
BACKUP & REP ENT FOR VMWARE UPGRADE FOR STD TIER A                              ,2638800,4323290700,Storage networking software                                                     ,NONE  ,,,VEEAM SOFTWARE                          ,1,No
BACKUP & REP ENT VMWARE W/1YR 24/7 UPL 1Y PREM MAINT A                          ,2621220,4323290700,Storage networking software                                                     ,NONE  ,,,VEEAM SOFTWARE                          ,1,No
BACKUP AGENT 2.0 F/WIN SVR 64-BIT EDITION                                       ,2562495,4323290700,Storage networking software                                                     ,10,,,PERVASIVE SOFTWARE                      ,1,No
BACKUP AGENT 2.0 F/WIN WORKGROUP/SVR 32-BIT ED                                  ,2588525,4323290700,Storage networking software                                                     ,2,,,PERVASIVE SOFTWARE                      ,1,No
BACKUP AND REPLICATION AGENTS SUP                                               ,2623089,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
BACKUP AND REPLICATION AGENTS SUPPORTED WIN LICENSE                             ,2623023,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
BACKUP&REP ENT F/VMWARE PUB SECT TIER A DEAL LICENSE                            ,2651510,4323290700,Storage networking software                                                     ,NONE  ,,,VEEAM SOFTWARE                          ,1,No
BACKUP&REP ENT F/VMWARE PUB SECT TIER A WIN LICENSE                             ,2641345,4323230400,Data base management system software                                            ,NONE  ,,,VEEAM SOFTWARE                          ,1,No
BACKUPAGENT 2.0 LIN32 FOR PSQL V10 32B LINUX LICENSE                            ,2658240,4323290700,Storage networking software                                                     ,2,,,PERVASIVE SOFTWARE                      ,1,No
BACKUPAGENT 2.0 LIN64 FOR PSQL V10 64B LINUX LICENSE                            ,2658241,4323290700,Storage networking software                                                     ,2,,,PERVASIVE SOFTWARE                      ,1,No
BALSAMIQ MOCKUP FOR DESKTOP 5 USER PC LICENSE                                   ,2576523,4323220100,Content workflow software                                                       ,NONE  ,,,BALSAMIQ STUDIOS                        ,1,No
BAND IN A BOX 2009 PRO MAC CD                                                   ,2545069,4323210200,Graphics or photo imaging software                                              ,2009,,,EMEDIA MUSIC                            ,1,No
BARRACUDA ENERGIZE UPDATES F/SPAM & VIRUS FIREWALL 400 1 YEAR                   ,2624137,4323320500,Transaction security and virus protection software                              ,NONE  ,,,BARRACUDA                               ,1,No
BARRACUDA NETWORKS : BARRACUDA WEB FILTER 310 WITH 1YR ENERGIZE UPDATES WIN LIC ,2492582,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,BARRACUDA                               ,1,No
BARRACUDA NETWORKS 1 YEAR ENERGIZE UPDATES FOR BARRACUDA WEB FILTER 210         ,2590322,4323320500,Transaction security and virus protection software                              ,NONE  ,,,BARRACUDA                               ,1,No
BARRACUDA NETWORKS 1 YEAR ENERGIZE UPDATES FOR BARRACUDA WEB FILTER 310         ,2635354,4323320500,Transaction security and virus protection software                              ,NONE  ,,,BARRACUDA                               ,1,No
BARRACUDA NETWORKS 1 YEAR ENERGIZE UPDATES FOR BARRACUDA WEB FILTER 310         ,2655233,4323320500,Transaction security and virus protection software                              ,NONE  ,,,BARRACUDA                               ,1,No
BARRACUDA NETWORKS 1 YEAR INSTANT REPLACEMENT FOR MODEL 310                     ,2005789,4323320500,Transaction security and virus protection software                              ,NONE  ,,,BARRACUDA                               ,0,No
BARRACUDA NETWORKS 1YR ENERGIZE UPDATES FOR BARRACUDA SPAM & VIRUS FIREWALL 600 ,2528831,4323320500,Transaction security and virus protection software                              ,NONE  ,,,BARRACUDA                               ,1,No
BARRACUDA NETWORKS 5 YR INSTANT REPLACEMENT FOR BARRACUDA SPAM & VIRUS FIREWALL ,2546405,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,BARRACUDA                               ,1,No
BARRACUDA NETWORKS 5YR INSTANT REPLACEMENT-BARRACUDA SPAM &VIRUS FIREWALL300    ,2515160,4323320500,Transaction security and virus protection software                              ,NONE  ,,,BARRACUDA                               ,1,No
BARRACUDA NETWORKS SPAM & VIRUS FIREWALL 300 INSTANT REPLACEMENT LICENSE 1 YEAR ,2635722,4323320500,Transaction security and virus protection software                              ,300,,,BARRACUDA                               ,1,No
BARRACUDA SPAM & VIRUS FIREWALL 300 ENERGIZE UPDATES LICENSE 1 YEAR             ,2586948,4323320500,Transaction security and virus protection software                              ,NONE  ,,,BARRACUDA                               ,1,No
BARRACUDA SPAM & VIRUS FIREWALL 300 ENERGIZE UPDATES MAINT 3 YEAR               ,2655871,4323320300,Network security or virtual private network VPN management software             ,300,,,BARRACUDA                               ,1,No
BARRACUDA SPAM & VIRUS FIREWALL 300 ENERGIZE UPDATES MAINT 5 YEAR               ,2655872,4323320300,Network security or virtual private network VPN management software             ,300,,,BARRACUDA                               ,1,No
BARRACUDA SPAM & VIRUS FIREWALL 400 WITH 1YR ENERGIZE UPDATES                   ,2561831,4323320500,Transaction security and virus protection software                              ,400,,,BARRACUDA                               ,1,No
BARRACUDA WEB FILTER 410 WITH 1YR ENERGIZE UPDATES CD                           ,2552292,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,BARRACUDA                               ,1,No
BARRACUDA WEB FILTER 610 WITH 3YR ENERGIZE UPDATES WIN LICENSE                  ,2612064,4323320500,Transaction security and virus protection software                              ,610,,,BARRACUDA                               ,1,No
BARRACUDA WEB SECURITY FLEX LICENSE 1 YEAR SERVICE 10000 USERS                  ,2644546,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,BARRACUDA                               ,1,No
BARTENDER AUTOMATION 3 PRINTER CD                                               ,2646731,4323230100,Categorization or classification software                                       ,NONE  ,,,SEAGULL SCIENTIFIC INC                  ,1,No
BARTENDER AUTOMATION 5 PRINTER EDITION LICENSE CD                               ,2652193,4323230100,Categorization or classification software                                       ,NOENE ,,,SEAGULL SCIENTIFIC INC                  ,1,No
BARTENDER PRO 1 ALLOWABLE PCS LICENSE                                           ,2646729,4323230100,Categorization or classification software                                       ,NONE  ,,,SEAGULL SCIENTIFIC INC                  ,1,No
BASELINE SHIELD 1-9 USER LICENSE                                                ,2603400,4323270100,Application server software                                                     ,NONE  ,,,EAZ SOLUTIONS                           ,1,No
BBEDIT 9 MAC CD *ACAD ONLY*                                                     ,2521250,4323240300,Enterprise application integration software                                     ,9,,,BARE BONES SOFTWARE INC                 ,1,No
BENCHMARK FACTORY FOR DATABASES DB EDITION LICENSE/MAINT                        ,2487587,4323230400,Data base management system software                                            ,NONE  ,,,QUEST                                   ,1,No
BENCHMARK FACTORY VIRTUAL 500 USERS PER SITE LICENSE/MAINT                      ,2487589,4323230400,Data base management system software                                            ,NONE  ,,,QUEST                                   ,1,No
BENCHMARK FACTORY-DATABASES ORACLE EDITION W/TOAD DBA SUITE PER SEAT LIC/MAINT  ,2462734,4323151300,Office suite software                                                           ,NONE  ,,,QUEST                                   ,1,No
BENTHIC GOLDEN 6.X  5-19 USERS LICENSE PRICE PER USER                           ,2615613,4323340500,Device drivers or system software                                               ,6.X   ,,,BENTHIC SOFTWARE                        ,1,No
BES - ADVANTAGE AND STANDARD PROGRAMS - SUPPORT SERVICE SPECIALIST              ,2521031,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BES - ADVANTAGE PROGRAM  - INCLUDES 1-30 ACTIVES CALS                           ,2573059,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,0,No
BES - ADVANTAGE PROGRAM - 100-499 ACTIVE CALS                                   ,2564175,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,0,No
BES - ADVANTAGE PROGRAM - 31-99 ACTIVE CALS                                     ,2559304,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,0,No
BES - ADVANTAGE PROGRAM - 500-999 ACTIVE CALS                                   ,2573396,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
"BES - ADVANTAGE PROGRAM -1,000 PLUS ACTIVE CALS                                 ",2579105,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BES - ADVANTAGE/STANDARD/PREMIUM/ELITE - 1 ADDITIONAL NAMED CALLER              ,2575710,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BES - ADVANTAGE/STANDARD/PREMIUM/ELITE - DEVELOPER SUPPORT - 10 CALL PACK       ,2575714,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BES - BASIC  PROGRAM  - 30 ACTIVE CALS MAX                                      ,2536976,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BES - CHANGE MANAGEMENT / MIGRATION REVIEWS                                     ,2557608,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BES - ENHANCED PROGRAM - 30 ACTIVE CALS MAX                                     ,2521044,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
"BES - PREMIUM PROGRAM - INCLUDES 1-1,000 ACTIVE CALS                            ",2553084,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
"BES - PREMIUM PROGRAM - PER ACTIVE CAL - 1,000-4,999 ACTIVE CALS                ",2557613,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
"BES - PREMIUM PROGRAM - PER ACTIVE CAL - 5,000-9,999 ACTIVE CALS                ",2536621,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BES - STANDARD PROGRAM - INLCUDES 1-500 ACTIVE CALS                             ,2542309,4323300200,Network operation system software                                               ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
"BES - STANDARD PROGRAM - PER ACTIVE CAL - 1,000-4,999 ACTIVE CALS               ",2550020,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
"BES - STANDARD PROGRAM - PER ACTIVE CAL - 5,000-9,999 ACTIVE CALS               ",2575709,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BES - STANDARD PROGRAM - PER ACTIVE CAL - 501-999 ACTIVE CALS                   ,2521147,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BESX - BASIC PROGRAM - 30 ACTIVE CALS MAX                                       ,2646536,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BESX - ENHANCED PROGRAM - INCLUDES 1-30 ACTIVE CALS                             ,2611820,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BESX/BES - ENHANCED PROGRAM 31 PLUS USERS - PER USER                            ,2612846,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BEYOND COMPARE 3 FOR WIN PRO EDITION 10-49 USER LICENSE                         ,2649124,4323220200,Document management software                                                    ,3,,,SCOOTER SOFTWARE                        ,0,No
BEYOND COMPARE 3 STD 5-9 USER WIN LICENSE                                       ,2629890,4323340500,Device drivers or system software                                               ,3,,,SCOOTER SOFTWARE                        ,1,No
BEYOND COMPARE 3 WIN PRO ED 1-4 USER LICENSE                                    ,2480626,4323220200,Document management software                                                    ,3.X   ,,,SCOOTER SOFTWARE                        ,1,No
BEYOND COMPARE 3 WIN STD ED 1-4 USER LICENSE                                    ,2484055,4323220200,Document management software                                                    ,3,,,SCOOTER SOFTWARE                        ,1,No
BEYOND COMPARE 3.0 WIN STD 10-49 USER LICENSE                                   ,2474643,4323220200,Document management software                                                    ,3,,,SCOOTER SOFTWARE                        ,0,No
BEYOND COMPARE 3.X WIN PRO CD MEDIA ONLY                                        ,2505790,4323220200,Document management software                                                    ,NONE  ,,,SCOOTER SOFTWARE                        ,0,No
BEYOND COMPARE 3.X WIN STD CD MEDIA ONLY                                        ,2482452,4323220200,Document management software                                                    ,NONE  ,,,SCOOTER SOFTWARE                        ,0,No
BEYOND COMPARE PRO 3 WIN 5-9 USER LICENSE                                       ,2477368,4323220200,Document management software                                                    ,3,,,SCOOTER SOFTWARE                        ,1,No
BEYOND COMPARE PRO UPGRADE FROM V2 TO V3 SAME SIZE WIN LICENSE                  ,2653601,4323300200,Network operation system software                                               ,3,,,SCOOTER SOFTWARE                        ,1,No
BIG BROTHER ENTERPRISE MANAGEMENT SVR FOR UNIX LICENSE/MAINT                    ,2480954,4323151300,Office suite software                                                           ,NONE  ,,,QUEST                                   ,1,No
BIG BROTHER ENTERPRISE MONITORED NODE FOR UNIX LICENSE/MAINT                    ,2480956,4323151300,Office suite software                                                           ,NONE  ,,,QUEST                                   ,1,No
BIG BROTHER NT NODE WIN LICENSE                                                 ,2547740,4323270100,Application server software                                                     ,NONE  ,,,QUEST                                   ,1,No
BITDEFENDER CLIENT SECURITY COMPETITIVE UPGRADE PRICE 5-24 USER LICENSE 3 YEAR  ,2657080,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,BITDEFENDER                             ,1,No
BLACK & WHITE NEW JERSEY MAP WITH COUNTIES AI - ADOBE ILLUSTRATOR FORMAT        ,2621210,4323230100,Categorization or classification software                                       ,NONE  ,,,MAP RESOURCES                           ,0,No
BLACKBERRY ENTERPRISE SERVER 4.1 FOR MDS APPLICATIONS - 20 USER                 ,2599635,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BLACKBERRY ENTERPRISE SERVER 5.0 FOR IBM LOTUS DOMINO - 1 USER                  ,2525321,8111150400,Application programming services                                                ,4.1,,,RESEARCH IN MOTION                      ,5,No
BLACKBERRY ENTERPRISE SERVER 5.0 FOR IBM LOTUS DOMINO - 20 USER                 ,2525320,8111150400,Application programming services                                                ,4.1,,,RESEARCH IN MOTION                      ,5,No
BLACKBERRY ENTERPRISE SERVER 5.0 FOR IBM LOTUS DOMINO - VERSION UPGRADE         ,2518864,8111150400,Application programming services                                                ,5,,,RESEARCH IN MOTION                      ,1,No
BLACKBERRY ENTERPRISE SERVER 5.0 FOR MICROSOFT EXCHANGE - 1 USER                ,2607224,8111150400,Application programming services                                                ,5,,,RESEARCH IN MOTION                      ,1,No
BLACKBERRY ENTERPRISE SERVER 5.0 FOR MICROSOFT EXCHANGE - 20 USER               ,2606964,8111150400,Application programming services                                                ,5,,,RESEARCH IN MOTION                      ,20,No
BLACKBERRY ENTERPRISE SERVER 5.0 FOR MICROSOFT EXCHANGE - VERSION UPGRADE       ,2518469,8111150400,Application programming services                                                ,5,,,RESEARCH IN MOTION                      ,1,No
BLACKBERRY ENTERPRISE SERVER 5.0 FOR NOVELL GROUPWISE - 1 USER                  ,2606462,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BLACKBERRY ENTERPRISE SERVER 5.0 FOR NOVELL GROUPWISE - 20 USER                 ,2606469,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BLACKBERRY ENTERPRISE SERVER TRADE-UP KEY                                       ,2552456,8111150400,Application programming services                                                ,NONE  ,,,RESEARCH IN MOTION                      ,1,No
BLUEBEAM PDF REVU 9 10-24 USERS STANDARD MAINT                                  ,2648108,4323240300,Enterprise application integration software                                     ,NONE  ,,,BLUEBEAM SOFTWARE                       ,1,No
BLUEBEAM PDF REVU 9 50-99 USERS STANDARD MAINT                                  ,2648110,4323240300,Enterprise application integration software                                     ,NONE  ,,,BLUEBEAM SOFTWARE                       ,1,No
BLUEBEAM PDF REVU 9 STANDARD 25-49 USER LICENSE PER USER PRICING                ,2646235,4323260400,Computer aided design CAD software                                              ,9,,,BLUEBEAM SOFTWARE                       ,1,No
BLUEBEAM PDF REVU 9 STANDARD 25-49 USER MAINT PER USER PRICING                  ,2646247,4323260400,Computer aided design CAD software                                              ,9,,,BLUEBEAM SOFTWARE                       ,1,No
"BLUEBEAM PDF REVU 9 STANDARD 25-49 USERS LICENSE, PRICE PER                     ",2655194,4323220200,Document management software                                                    ,9,,,BLUEBEAM SOFTWARE                       ,1,No
"BLUEBEAM PDF REVU 9 STANDARD 25-49 USERS MAINT, PRICE PER                       ",2655196,4323220200,Document management software                                                    ,9,,,BLUEBEAM SOFTWARE                       ,1,No
BLUEBEAM PDF REVU STANDARD  1-4U PER USER MAINT                                 ,2642341,4323210200,Graphics or photo imaging software                                              ,NONE  ,,,BLUEBEAM SOFTWARE                       ,1,No
BLUEBEAM PDF REVU STD EDITION 1-4U LICENSE                                      ,2649439,4323220200,Document management software                                                    ,NONE  ,,,BLUEBEAM SOFTWARE                       ,1,No
BLUEBEAM PDF REVU STD EDITION 1-4U MAINT                                        ,2649441,4323220200,Document management software                                                    ,NONE  ,,,BLUEBEAM SOFTWARE                       ,1,No
BLUEBEAM PDF REVU STD EDITION 1-4U PER USER LICENSE                             ,2650588,4323220200,Document management software                                                    ,NONE  ,,,BLUEBEAM SOFTWARE                       ,1,No
BLUEBEAM PDF REVU STD LICENSE 10-24 USERS PER USER LICENSE                      ,2643494,4323220200,Document management software                                                    ,NONE  ,,,BLUEBEAM SOFTWARE                       ,1,No
BMC BLADELOGIC OPERATIONS MANAGER SUITE                                         ,2488154,4323270100,Application server software                                                     ,NONE  ,,,BMC                                     ,1,No
BOMGAR ENT ED PERPETUAL LICENSE                                                 ,2634865,4323290100,Access software                                                                 ,NONE  ,,,BOMGAR                                  ,1,No
BOMGAR STD ED PERPETUAL LICENSE                                                 ,2634866,4323290100,Access software                                                                 ,NONE  ,,,BOMGAR                                  ,1,No
