Product Name,ProductId,UNSPSC,Category Name,Cust Field 1,Cust Field 2,Cust Field 3,Cust Field 4,Cust Field 5,Configurable Product
.NET DEVELOPER 5U LICENSE W/1 YEAR SUPPORT & UPGRADES BUNDLE                    ,2654979,4323270100,Application server software                                                     ,NONE  ,,,RED GATE SOFTWARE LTD                   ,1,No
.NET DEVELOPER BUNDLE 11 USER LICENSE 1 YEAR SUPPORT & UPGRADES                 ,2649991,4323230400,Data base management system software                                            ,NONE  ,,,RED GATE SOFTWARE LTD                   ,0,No
.NET REFLECTOR STD WIN 1 USER LICENSE                                           ,2657791,4323240300,Enterprise application integration software                                     ,NONE  ,,,RED GATE SOFTWARE LTD                   ,1,No
.NET REFLECTOR VS PRO 1 USER LICENSE                                            ,2621108,4323340500,Device drivers or system software                                               ,NONE  ,,,RED GATE SOFTWARE LTD                   ,1,No
.PRINT ANL LIC 1U 12 MO W/UPD & SPT SVC                                         ,2614697,4323340500,Device drivers or system software                                               ,NONE  ,,,THINPRINT                               ,0,No
.PRINT APP SVR ENG 32-BIT UPD SVC 12MO F/1 APP SVR                              ,2614921,4323340500,Device drivers or system software                                               ,NONE  ,,,THINPRINT                               ,0,No
.PRINT RDP ENGINE 32 BIT FOR 1 TERMINAL SERVER INCL 12 MONTHS UPDATE & SUPPORT  ,2616334,4323230300,Customer relationship management CRM software                                   ,NONE  ,,,THINPRINT                               ,0,No
.PRINT RDP ENGINE 32-BIT UPD SVC 12MO F/1 TS                                    ,2614923,4323340500,Device drivers or system software                                               ,NONE  ,,,THINPRINT                               ,0,No
.RPT INSPECTOR 3 PRO SUITE FOR CRYSTAL REPORTS 9 VERSION                        ,2648626,4323151300,Office suite software                                                           ,3,,,SOFTWARE FORCES                         ,1,No
1 ADDITIONAL YEAR OF MAINT PREPAID FOR VEEAM BACKUP & REPLICATION STD VMWARE    ,2619175,4323290700,Storage networking software                                                     ,NONE  ,,,VEEAM SOFTWARE                          ,1,No
1 ADDITIONAL YEAR OF PREM MAINT PREPAID FOR NWORKS SMART PLUG-IN FOR VMWARE     ,2656547,4323270100,Application server software                                                     ,NONE  ,,,VEEAM SOFTWARE                          ,1,No
1 APPLICATION IDA FOR MS EXCH SERVER ON WINDOWS. MATCH TO W-FSIDA               ,2605336,4323220200,Document management software                                                    ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 APPLICATION IDA FOR MS EXCHANGE SERVER FOR WINDOWS                            ,2607909,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",0,No
1 APPLICATION IDA FOR ORACLE DATABASE SERVER ON LINUX MATCH TO L-FS IDA         ,2611276,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 APPLICATION IDA FOR ORACLE DATABASE SERVER ON LINUX MATCH TO L-FS IDA         ,2613825,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 APPLICATION IDA FOR ORACLE DATABASE SERVER ON LINUX MATCH TO U-FS IDA         ,2613824,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 BUNDLE OF 5 CDR-WINDOWS NODES FOR USE WITH VMWARE OR REMOTE SITE ENVIRONMENTS ,2504411,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 CMG SHIELD/DEVICE PERPETUAL LICENSE FOR WINDOWS OPERATING SYSTEM 3            ,2610766,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,CREDANT TECHNOLOGIES                    ,1,No
1 CMG SHIELD/DEVICE PERPETUAL LICENSE FOR WINDOWS OPERATING SYSTEM 3            ,2611359,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,CREDANT TECHNOLOGIES                    ,1,No
"1 CONSOLIDATED CLIENT P/HOST USED W/THE VIRTUAL SVR AGNT,TIER 2 - PREMIUM MAINT ",2579872,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
"1 CONSOLIDATED CLIENT P/HOST USED W/THE VIRTUAL SVR AGNT,TIER 2 20+VMS PER HOST ",2579865,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 D/R LICENSE KEY FOR COMMCELL WITH LESS THAN 100 IDAS                          ,2531902,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 DATA REPLICATOR NODE FOR WIN TIER 2 SUPPORTS CONTINUOUS AND DISCRETE MODE     ,2528637,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 DAY ENERGIZE UPDATES FOR BARRACUDA SPAM & VIRUS FIREWALL 300                  ,2655232,4323290700,Storage networking software                                                     ,NONE  ,,,BARRACUDA                               ,1,No
"1 ESX SERVERW/MAXIMUM 4 CPU SOCKET LIC, W/12MO. SUPP VMWARE MANAGEMENT PACK     ",2490565,4323270100,Application server software                                                     ,NONE  ,,,VEEAM SOFTWARE                          ,1,No
1 IDATAAGENT FOR A SHAREPOINTPORTAL/MOSS SERVER  - 2 CPU                        ,2476519,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR ACTIVE DIRECTORY SERVER - 1 CPU.                               ,2486074,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR ACTIVE DIRECTORY SERVER - 2 CPU WIN LICENSE                    ,2467959,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR EXCHANGE MB/DB/PF/WF - 1 CPU WIN LICENSE                       ,2463398,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR EXCHANGE MB/DB/PF/WF - 1 CPU WIN SUPPORT & MAINT FOR 14 MO.    ,2463402,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
"1 IDATAAGENT FOR EXCHANGE MB/DB/PF/WF, INCLUDES DCE - TIER 1                    ",2534757,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR IBM AIX SERVER LICENSE                                         ,2536026,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR LINUX GUEST OPERATING SYSTEM SOFTWARE LICENSE                  ,2593599,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR LINUX SERVER - 1-7 CPU                                         ,2454034,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR LINUX SERVER - 1-7 CPU PREMIUM MNT                             ,2455232,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR LINUX SERVER LICENSE                                           ,2492681,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR LINUX SERVER PREMIUM MAINT                                     ,2492682,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR ORACLE ON LINUX - 2 CPU WIN LICENSE                            ,2478287,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR ORACLE ON UNIX TIER 1 LICENSE                                  ,2538054,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR ORACLE ON UNIX TIER 2 LICENSE                                  ,2573715,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR ORACLE ON UNIX TIER 2 PREM MAINT                               ,2573716,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR SAP ORACLE/LINUX - TIER 2 LICENSE                              ,2531313,4323151300,Office suite software                                                           ,2,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR SOLARIS SERVER                                                 ,2609031,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR SOLARIS SERVER                                                 ,2483250,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR SQL SERVER - TIER 1                                            ,2523533,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR SQL SERVER 2 CPU WIN LICENSE                                   ,2485230,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR SQL SERVER 2 CPU WIN MAINT                                     ,2548622,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR SQL SERVER TIER 1 PREM MAINT                                   ,2603532,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR WINDOWS GUEST OPERATING SYSTEM SOFTWARE LICENSE                ,2457915,4323300400,Operating system software                                                       ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR WINDOWS GUEST OPERATING SYSTEM SOFTWARE LICENSE                ,2479441,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR WINDOWS GUEST OPERATING SYSTEM SOFTWARE MAINT AND SUPPORT 1YR  ,2457916,4323300400,Operating system software                                                       ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR WINDOWS SERVER - 1-7 CPU MAINT AND SUPPORT                     ,2461862,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT FOR WINDOWS SERVER LICENSE                                         ,2609772,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",0,No
1 IDATAAGENT FOR WINDOWS SERVER PREMIUM MAINT                                   ,2609774,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",0,No
1 IDATAAGENT FOR WINDOWS WORKSTATION                                            ,2495545,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT VIRTUAL FS HOST NODE W/IN CLUSTERED ENVIRONMENTS ON WIN MAINT      ,2562407,4323230700,Data mining software                                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT VIRTUAL FS HOST NODE WITHIN CLUSTERED ENVIRONMENTS LICENSE         ,2562406,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",0,No
1 IDATAAGENT VIRTUAL FS HOST NODE WITHIN CLUSTERED ENVIRONMENTS PREMIUM MAINT   ,2609033,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",0,No
1 IDATAAGENT VIRTUAL FS HOST NODE WITHIN CLUSTERED ENVIRONMENTS UNIX LICENSE    ,2538050,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 IDATAAGENT VRTL FS HOST NODE WITHIN CLUSTERED ENVIRONMENTS UNIX               ,2573713,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 MEDIA AGENT ENABLER FOR NDMP TAPE LINUX SERVER                                ,2492678,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 MEDIA AGENT FOR A LINUX SERVER - 2 CPU SUPPORT 1 YEAR                         ,2457221,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 MEDIA AGENT FOR A LINUX SERVER - 2 CPU WIN LICENSE                            ,2457220,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 MEDIA AGENT FOR A WIN SERVER - 2 CPU. 1  MM-LMS AND 1 MM-DMS INCLUDED LICENSE ,2451966,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1 MEDIA AGENT FOR A WINDOWS SERVER LICENSE                                      ,2609762,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",0,No
1 MEDIA AGENT FOR A WINDOWS SERVER PREMIUM MAINT                                ,2609764,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",0,No
"1 MORAE MANAGER, RECORDER, AND OBSERVER, ELECTRONIC SINGLE 1 USER COMMERCIAL    ",2561029,4323340500,Device drivers or system software                                               ,NONE  ,,,TECHSMITH                               ,1,No
1 YEAR 24X7 SONICWALL GMS CONTRACT FOR 100NODE LICENSES                         ,1917806,4323320300,Network security or virtual private network VPN management software             ,      ,,,SONICWALL                               ,0,No
1 YEAR ENERGIZE UPDATES FOR BARRACUDA LOAD BALANCER 440                         ,2596116,4323320500,Transaction security and virus protection software                              ,NONE  ,,,BARRACUDA                               ,1,No
1 YEAR ENERGIZE UPDATES FOR BARRACUDA WEB FILTER 910                            ,2621013,4323320500,Transaction security and virus protection software                              ,NONE  ,,,BARRACUDA                               ,1,No
1 YEAR INSTANT REPLACEMENT FOR BARRACUDA WEB FILTER 910                         ,2621011,4323320500,Transaction security and virus protection software                              ,NONE  ,,,BARRACUDA                               ,1,No
1 YEAR MAINT WORKSTATION RAPID SQL XE                                           ,2577820,4323230400,Data base management system software                                            ,NONE  ,,,EMBARCADERO TECHNOLOGIES                ,1,No
1 YEAR PERFORMANCE MANAGER SSP SILVER SUPPORT                                   ,2649144,4323340500,Device drivers or system software                                               ,NONE  ,,,APPSENSE                                ,1,No
1 YEAR SONICWALL CONTENT FILTERING SERVICE FOR PRO 5060                         ,1917680,4323320300,Network security or virtual private network VPN management software             ,5060,,,SONICWALL                               ,0,No
1 YEAR SONICWALL GLOBAL SECURITY CLIENT 1000 USER                               ,1917759,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,SONICWALL                               ,0,No
1 YEAR SUPPORT WIN LICENSE                                                      ,2539831,4323151200,License management software                                                     ,NONE  ,,,KENSINGTON SOFTWARE MANAGEMENT          ,1,No
10 DEVELOPER LICENSES ACTIVEPDF TOOLKIT STANDARD W/ANNUAL SUBS PRICE PER USER   ,2614483,4323210200,Graphics or photo imaging software                                              ,NONE  ,,,ACTIVEPDF                               ,1,No
100PK 5YR SECURID AUTHENTICATOR SID700                                          ,2556669,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
105-150 MNT BASE/EXT RSA AUTH MGR 12MO                                          ,1916996,4323320300,Network security or virtual private network VPN management software             ,      ,,,RSA SECURITY                            ,0,No
10MO WEB SEC ADDL SEAT 250U CORP ORD INCRMT 50                                  ,2638592,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
10PK RSA SID 700 3YR TOKEN AUTHENTICATOR                                        ,2553797,4323320300,Network security or virtual private network VPN management software             ,700,,,RSA SECURITY                            ,1,No
10PK WSFTP SVR SSH V.7.5 WITH SVC AGMT WITH WSFTP PRO                           ,2572615,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,IPSWITCH                                ,1,No
12 MO OF MOBIFY PUBLISHER SERVICE WIN MAINT PRICE PER MONTH                     ,2561717,4323210700,Web page creation and editing software                                          ,NONE  ,,,HANDI MOBILITY INC                      ,1,No
12 MONTH INSIGHT ENT USER LICENSE FROM 2/1/11 THRU 1/31/12                      ,2554437,4323160400,Financial analysis software                                                     ,NONE  ,,,GOVERNMENTJOBS.COM                      ,1,No
123 FILE CONVERT WIN LICENSE                                                    ,2491012,4323220200,Document management software                                                    ,NONE  ,,,1-2-3 FILE CONVERT                      ,1,No
12M NEW SUB WEB SECURITY 500U CORP ORD INCRMT 100 WIN LICENSE                   ,2568865,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12M NEW SUB WEB SECURITY 50U ORD INCRMT 25                                      ,2616466,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",0,No
12M NEW SUB WEB SECURITY 700U CORP ORD INCRMT 100                               ,2641603,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO MNT AMX APPLIANCE BUNDLE 25U                                               ,2646974,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
12MO MNT AUTH MGR BASE PER U F/ QTY 255-500                                     ,2623594,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
12MO MNT AUTH MGR BASE PER U F/ QTY 30-100 WIN LICENSE                          ,2613647,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
12MO MNT AUTH MGR BASE PER USER F/ QTY 1505-2500 WIN LICENSE                    ,2531582,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
12MO MNT AUTH MGR BASE PER USER F/ QTY 755-1500                                 ,2525378,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
12MO MNT AUTH MGR ENT PER USER F/ QTY 755-1500                                  ,2536931,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
12MO MNT SECCRE EXT F/ SECURID APPL BNDL BASE ED F/50U                          ,2571936,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
12MO MNT SECCRE EXT F/SECID APL BSE ED F/PER U F/ 505-750                       ,2604648,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
12MO MNT SECRCRE EXT F/ SECURID APPL BASE ED F/PER U F/QTY 10-25                ,2617896,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
12MO MNT SECRCRE EXT F/ SECURID APPL BASE ED F/PER U F/QTY 155-250              ,2524093,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
12MO NEW SUB SEC FILTERING 150U CORP ORD INCRMTS 50 WIN LIC MIN 150 PRICE PER U ,2556716,4323320300,Network security or virtual private network VPN management software             ,150,,,"WEBSENSE, INC                           ",1,No
12MO NEW SUB WEB FILTER 700U CORP ORD INCRMT 100                                ,2541973,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RENEWAL WEB SECURITY 5001-10KU CORP ORD INCRMT 100                         ,2559800,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL EMAIL SECURITY GATEWAY 100-249U INCR 25U                              ,2638043,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL INTERNET THREAT DB CORP 5K-9KU ORD INCRMTS 1000                       ,2488432,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL REMOTE FILTER 300U CORP ORD INCRMTS 100 WIN LICENSE                   ,2549843,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL SEC FILTERING 1000U CORP ORD INCRMTS 100 WIN LICENSE                  ,2544701,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL SEC FILTERING 1000U CORP ORD INCRMTS 100 WIN LICENSE                  ,2544782,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL SEC FILTERING 1001-2500U CORP ORD INCRMTS100 WIN LICENSE              ,2564993,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL SEC FILTERING 150U CORP ORD INCRMTS 50 WIN LICESE                     ,2584827,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL SEC FILTERING 200U CORP ORD INCRMTS 50 WIN LICENSE                    ,2615677,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL SEC FILTERING 500U CORP ORD INCRMTS 100                               ,2580566,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL WEB FILTER 1000U CORP ORD INCRMT 100 WIN LICENSE                      ,2544697,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL WEB FILTER 1000U CORP ORD INCRMT 100 WIN LICENSE                      ,2544778,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL WEB FILTER 1001-2500U CORP ORD INCRMT 100 WIN LICENSE                 ,2564991,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL WEB FILTER 150U CORP ORD INCRMT 50 WIN LICENSE                        ,2584821,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL WEB FILTER 200U CORP ORD INCRMT 50 WIN LICENSE                        ,2615676,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL WEB FILTER 2501-5000U CORP ORD INCRMT 100                             ,2630225,4323320500,Transaction security and virus protection software                              ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL WEB FILTER 250U CORP ORD INCRMT 50                                    ,2604120,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",0,No
12MO RNWL WEB FILTER 500U CORP ORD INCRMT 100                                   ,2580564,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL WEB FILTER 75U CORP ORD INCRMT 25                                     ,2617589,4323230400,Data base management system software                                            ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL WEB SEC 800U CORP ORD INCRMT 100 WIN LICENSE                          ,2572627,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL WEB SECURITY 1001-2500U CORP ORD INCRMT 100 WIN LICENSE               ,2607641,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL WEB SECURITY 100U ORD INCRMT 50                                       ,2638042,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL WEB SECURITY 50U ORD INCRMT 25                                        ,2573979,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO RNWL WEBFILTER TO SS MIGR AND 5001-10KU CORP ORD INCRMT 100                ,2510099,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",400,No
12MO SUB RNWL SEC GATEWAY 2501-5000U CORP ORD INCR 100                          ,2544942,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12MO SUBS RNWL WEB SEC 150U CORP ORD INCRMT 50                                  ,2612981,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",0,No
12MO SUBS RNWL WEB SEC 300U CORP ORD INCRMT 100                                 ,2613137,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",0,No
12MO SUP PREM WEB CORP 1001U PLUS                                               ,2544943,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
12-MONTH SOFTWARE MAINTENANCE PLAN                                              ,2650086,4323230700,Data mining software                                                            ,NONE  ,,,PALISADE CORPORATION                    ,1,No
13MO REMOTE FILTER ADDL SEAT 250U CORP ORD INCRMTS 50                           ,2638659,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
13MO WEB SEC ADDL SEAT 250U CORP ORD INCRMT 50                                  ,2634536,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
16MO WEB FILTER ADDL SEAT 500U CORP ORD INCRMT 100                              ,2523717,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
16MO WEB FILTER ADDL SEAT 600U CORP ORD INCRMT 100                              ,2523721,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
18MO WEB FILTER TO WEB SECURITY MIGRATION 100U CORP ORD INCRMT 50 PER QTY 120   ,2609792,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
1IDATAAGENT FOR WIN VIRTUAL HOST IN CLUSTERED ENVIRONMENT PREM MAINT            ,2500380,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1IDATAAGENT VIRTUAL FS HOST NODE W/IN CLUSTERED ENVIRONMENTS ON WIN LINUX OR NW ,2530322,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1MEDIA AGENT-LINUX SERVER BASIC DISK/TAPE LIBRARY CONNECTOR +1DIRECT DRIVE SUPP ,2492673,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1MEDIA AGENT-WIN SERVER BASIC DISK/TAPE LIBRARY CONNECTOR+1DIRECT DRIVE SUP INC ,2483252,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1MEDIA AGENT-WIN SRVR BASIC DISK/TAPE LIBRARY CONNECTOR PLUS 1DIRECT DRIVE SUP  ,2607063,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
1MO STD SUP FILE SYSTEM AUDITOR 1 SVR CO-TERM W/ 1YR BA                         ,2575112,4323340500,Device drivers or system software                                               ,NONE  ,,,SCRIPT LOGIC                            ,1,No
1-USERS  WORKSTATION RAPID SQL XE WIN LICENSE                                   ,2577817,4323230400,Data base management system software                                            ,NONE  ,,,EMBARCADERO TECHNOLOGIES                ,1,No
1YEM DLP ENDPOINT DISC PLUS ENF PER USER FOR QTYS BETWEEN 1-500 NO RTNS         ,2589039,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
1YM DLP ENDPOINT DISC PLUS ENF PER USER FOR QTYS BETWEEN 1-500 NO RTNS          ,2589038,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,RSA SECURITY                            ,1,No
1YR 24X7 DYNAMIC SUPPORT FOR PRO 3060                                           ,2485160,4323320300,Network security or virtual private network VPN management software             ,3060,,,SONICWALL                               ,1,No
1YR 8X5 DYNAMIC SUPPORT FOR SONICWALL PRO 2040                                  ,1917645,4323250200,Computer based training software                                                ,NONE  ,,,SONICWALL                               ,1,No
